"","GH","GA","scorer","time","scoring","game","league","covid","cens"
"5179",1,0,"Felipe",66,"Fortaleza","Fortaleza v. Internacional 1:0","Brasil","Depois",0
"5180",1,0,"Oliveira",21,"Atlético Goianiense","Atlético Goianiense v. Atlético Mineiro 3:4","Brasil","Depois",0
"5189",1,0,"Robson",90,"Coritiba - PR","Coritiba - PR v. Vasco da Gama - RJ 1:0","Brasil","Depois",0
"5191",1,0,"Hernane Brocador",13,"Sport - PE","Sport - PE v. Fluminense RJ 1:0","Brasil","Depois",0
"5192",0,1,"Vinícius Lopes",13,"Goiás - GO","Flamengo RJ v. Goiás - GO 2:1","Brasil","Depois",1
"5195",1,0,"Iago Maidana",37,"Sport - PE","Sport - PE v. Corinthians SP 1:0","Brasil","Depois",0
"5196",1,0,"Thiago Galhardo",20,"Internacional","Internacional v. São Paulo FC 1:1","Brasil","Depois",0
"5199",1,0,"Keno",11,"Atlético Mineiro","Atlético Mineiro v. Grêmio Porto Alegre 3:1","Brasil","Depois",0
"5203",1,0,"Vinícius Paiva",50,"Vasco da Gama - RJ","Vasco da Gama - RJ v. Red Bull Bragantino 1:1","Brasil","Depois",0
"5207",0,1,"Rafael Moura",2,"Goiás - GO","Ceará - CE v. Goiás - GO 2:2","Brasil","Depois",1
"5211",0,1,"Victor Luís",45,"Botafogo - RJ","Atlético Goianiense v. Botafogo - RJ 1:1","Brasil","Depois",1
"5213",1,0,"Mádson",41,"Santos FC","Santos FC v. Fortaleza 1:1","Brasil","Depois",0
"5215",1,0,"Michel Araújo",8,"Fluminense RJ","Fluminense RJ v. Coritiba - PR 4:0","Brasil","Depois",0
"5219",1,0,"Pepê",53,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Internacional 1:1","Brasil","Depois",0
"5224",NA,NA,NA,90,NA,"Red Bull Bragantino v. Corinthians SP 0:0","Brasil","Depois",0
"5225",0,1,"Kevin",41,"Fluminense RJ","Botafogo - RJ v. Fluminense RJ 1:1","Brasil","Depois",1
"5227",1,0,"Pedro",56,"Flamengo RJ","Flamengo RJ v. Athletico Paranaense 3:1","Brasil","Depois",0
"5231",1,0,"Robson",6,"Coritiba - PR","Coritiba - PR v. São Paulo FC 1:1","Brasil","Depois",0
"5233",0,1,"Hernane Brocador",40,"Sport - PE","Bahia - BA v. Sport - PE 1:2","Brasil","Depois",1
"5236",NA,NA,NA,90,NA,"Fortaleza v. Atlético Goianiense 0:0","Brasil","Depois",0
"5237",1,0,"Vinícius Lopes",5,"Goiás - GO","Goiás - GO v. Santos FC 2:3","Brasil","Depois",0
"5242",0,1,"Martín Benítez",9,"Vasco da Gama - RJ","Atlético Mineiro v. Vasco da Gama - RJ 4:1","Brasil","Depois",1
"5249",1,0,"Pedro",51,"Flamengo RJ","Flamengo RJ v. Sport - PE 3:0","Brasil","Depois",0
"5252",1,0,"Luiz Fernando",3,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Coritiba - PR 2:1","Brasil","Depois",0
"5258",1,0,"Brenner",45,"São Paulo FC","São Paulo FC v. Atlético Goianiense 3:0","Brasil","Depois",0
"5261",1,0,"Rafael Moura",22,"Goiás - GO","Goiás - GO v. Fluminense RJ 2:4","Brasil","Depois",0
"5267",1,0,"Pedro Raúl",46,"Botafogo - RJ","Botafogo - RJ v. Palmeiras 2:1","Brasil","Depois",0
"5270",1,0,"David",37,"Fortaleza","Fortaleza v. Atlético Mineiro 2:1","Brasil","Depois",0
"5273",NA,NA,NA,90,NA,"Athletico Paranaense v. Ceará - CE 0:0","Brasil","Depois",0
"5274",0,1,"Thiago Galhardo",17,"Internacional","Red Bull Bragantino v. Internacional 0:2","Brasil","Depois",1
"5276",1,0,"Talles Magno",9,"Vasco da Gama - RJ","Vasco da Gama - RJ v. Flamengo RJ 1:2","Brasil","Depois",0
"5279",0,1,"Reinaldo",56,"São Paulo FC","Palmeiras v. São Paulo FC 0:2","Brasil","Depois",1
"5281",NA,NA,NA,90,NA,"Coritiba - PR v. Fortaleza 0:0","Brasil","Depois",0
"5282",1,0,"Keno",42,"Atlético Mineiro","Atlético Mineiro v. Goiás - GO 3:0","Brasil","Depois",0
"5285",1,0,"Nenê",72,"Fluminense RJ","Fluminense RJ v. Bahia - BA 1:0","Brasil","Depois",0
"5286",1,0,"Marinho",20,"Santos FC","Santos FC v. Grêmio Porto Alegre 2:1","Brasil","Depois",0
"5289",0,1,"Keisuke Honda",29,"Botafogo - RJ","Sport - PE v. Botafogo - RJ 1:2","Brasil","Depois",1
"5292",0,1,"Claudinho",20,"Red Bull Bragantino","Atlético Goianiense v. Red Bull Bragantino 2:1","Brasil","Depois",1
"5301",0,1,"Robson",8,"Coritiba - PR","Palmeiras v. Coritiba - PR 1:3","Brasil","Depois",1
"5305",1,0,"Diego Souza",34,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Botafogo - RJ 3:1","Brasil","Depois",0
"5309",0,1,"Chico",68,"Atlético Goianiense","Santos FC v. Atlético Goianiense 0:1","Brasil","Depois",1
"5310",0,1,"Caio Paulista",20,"Fluminense RJ","Atlético Mineiro v. Fluminense RJ 1:1","Brasil","Depois",1
"5312",0,1,"Patrick",34,"Internacional","Sport - PE v. Internacional 3:5","Brasil","Depois",1
"5320",0,1,"Everaldo",90,"Corinthians SP","Athletico Paranaense v. Corinthians SP 0:1","Brasil","Depois",1
"5321",0,1,"Claudinho",46,"Red Bull Bragantino","Flamengo RJ v. Red Bull Bragantino 1:1","Brasil","Depois",1
"5323",1,0,"Vinícius Lopes",49,"Goiás - GO","Goiás - GO v. Bahia - BA 1:1","Brasil","Depois",0
"5325",NA,NA,NA,90,NA,"Vasco da Gama - RJ v. Fortaleza 0:0","Brasil","Depois",0
"5328",1,0,"Luiz Henrique",13,"Fluminense RJ","Fluminense RJ v. Ceará - CE 2:2","Brasil","Depois",0
"5332",0,1,"Kaio Jorge",6,"Santos FC","Coritiba - PR v. Santos FC 1:2","Brasil","Depois",1
"5335",1,0,"Zé Roberto",45,"Atlético Goianiense","Atlético Goianiense v. Athletico Paranaense 1:1","Brasil","Depois",0
"5338",0,1,"Éverton Ribeiro",32,"Flamengo RJ","Corinthians SP v. Flamengo RJ 1:5","Brasil","Depois",1
"5344",1,0,"Edenilson",25,"Internacional","Internacional v. Vasco da Gama - RJ 2:0","Brasil","Depois",0
"5346",1,0,"Ricardo Ryller",51,"Red Bull Bragantino","Red Bull Bragantino v. Sport - PE 2:0","Brasil","Depois",0
"5348",1,0,"David",34,"Fortaleza","Fortaleza v. Palmeiras 2:0","Brasil","Depois",0
"5350",NA,NA,NA,90,NA,"Botafogo - RJ v. Goiás - GO 0:0","Brasil","Depois",0
"5351",0,1,"Jefferson Savarino",21,"Atlético Mineiro","Bahia - BA v. Atlético Mineiro 3:1","Brasil","Depois",1
"5355",0,1,"Gustavo Mantuan",23,"Corinthians SP","Vasco da Gama - RJ v. Corinthians SP 1:2","Brasil","Depois",1
"5358",1,0,"Ytalo",45,"Red Bull Bragantino","Red Bull Bragantino v. Goiás - GO 2:0","Brasil","Depois",0
"5360",0,1,"Rodrigo Muniz",2,"Coritiba - PR","Ceará - CE v. Coritiba - PR 2:1","Brasil","Depois",1
"5363",NA,NA,NA,90,NA,"Atlético Mineiro v. Sport - PE 0:0","Brasil","Depois",0
"5364",1,0,"Luccas Claro",29,"Fluminense RJ","Fluminense RJ v. Santos FC 3:1","Brasil","Depois",0
"5368",0,1,"Wesley",20,"Palmeiras","Atlético Goianiense v. Palmeiras 0:3","Brasil","Depois",1
"5371",1,0,"Abel Hernández",7,"Internacional","Internacional v. Flamengo RJ 2:2","Brasil","Depois",0
"5375",1,0,"Carlos Eduardo",44,"Athletico Paranaense","Athletico Paranaense v. Grêmio Porto Alegre 1:2","Brasil","Depois",0
"5378",1,0,"Juninho",24,"Bahia - BA","Bahia - BA v. Fortaleza 2:1","Brasil","Depois",0
"5381",1,0,"Brenner",10,"São Paulo FC","São Paulo FC v. Botafogo - RJ 4:0","Brasil","Depois",0
"5385",1,0,"Keisuke Honda",16,"Botafogo - RJ","Botafogo - RJ v. Ceará - CE 2:2","Brasil","Depois",0
"5389",1,0,"Matheus Davó",33,"Corinthians SP","Corinthians SP v. Internacional 1:0","Brasil","Depois",0
"5390",1,0,"Matheus Galdezani",8,"Coritiba - PR","Coritiba - PR v. Atlético Goianiense 1:0","Brasil","Depois",0
"5392",1,0,"Pedro",6,"Flamengo RJ","Flamengo RJ v. São Paulo FC 1:4","Brasil","Depois",0
"5397",1,0,"Thiago Neves",53,"Sport - PE","Sport - PE v. Athletico Paranaense 1:0","Brasil","Depois",0
"5398",1,0,"Mádson",10,"Santos FC","Santos FC v. Bahia - BA 3:1","Brasil","Depois",0
"5402",0,1,"Léo Matos",17,"Vasco da Gama - RJ","Goiás - GO v. Vasco da Gama - RJ 1:1","Brasil","Depois",1
"5404",1,0,"Raphael Veiga",19,"Palmeiras","Palmeiras v. Atlético Mineiro 3:0","Brasil","Depois",0
"5407",1,0,"David Braz",68,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Red Bull Bragantino 2:1","Brasil","Depois",0
"5410",0,1,"Bérgson",18,"Fortaleza","Athletico Paranaense v. Fortaleza 2:1","Brasil","Depois",1
"5413",0,1,"Fernandão",21,"Goiás - GO","São Paulo FC v. Goiás - GO 2:1","Brasil","Depois",1
"5416",1,0,"Oliveira",42,"Atlético Goianiense","Atlético Goianiense v. Corinthians SP 1:1","Brasil","Depois",0
"5419",1,0,"Yuri Alberto",33,"Internacional","Internacional v. Coritiba - PR 2:2","Brasil","Depois",0
"5423",1,0,"Gustavo Henrique",4,"Atlético Mineiro","Atlético Mineiro v. Flamengo RJ 4:0","Brasil","Depois",0
"5427",1,0,"Rodriguinho",90,"Bahia - BA","Bahia - BA v. Botafogo - RJ 1:0","Brasil","Depois",0
"5428",0,1,"Léo Ortiz",64,"Santos FC","Red Bull Bragantino v. Santos FC 1:1","Brasil","Depois",1
"5431",NA,NA,NA,90,NA,"Ceará - CE v. Sport - PE 0:0","Brasil","Depois",0
"5432",0,1,"Germán Cano",26,"Vasco da Gama - RJ","Sport - PE v. Vasco da Gama - RJ 0:2","Brasil","Depois",1
"5434",1,0,"Ivonei",59,"Santos FC","Santos FC v. Internacional 2:0","Brasil","Depois",0
"5436",0,1,"Renato Kayzer",20,"Athletico Paranaense","Goiás - GO v. Athletico Paranaense 0:1","Brasil","Depois",1
"5437",1,0,"David",11,"Fortaleza","Fortaleza v. São Paulo FC 2:3","Brasil","Depois",0
"5442",1,0,"Matheus Davó",6,"Corinthians SP","Corinthians SP v. Atlético Mineiro 1:2","Brasil","Depois",0
"5445",1,0,"Jean Pyerre",20,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Ceará - CE 4:2","Brasil","Depois",0
"5451",1,0,"Raphael Veiga",52,"Palmeiras","Palmeiras v. Fluminense RJ 2:0","Brasil","Depois",0
"5453",1,0,"Bruno Henrique",45,"Flamengo RJ","Flamengo RJ v. Atlético Goianiense 1:1","Brasil","Depois",0
"5455",1,0,"Giovanni Augusto",3,"Coritiba - PR","Coritiba - PR v. Bahia - BA 1:2","Brasil","Depois",0
"5458",1,0,"Matheus Babi",44,"Botafogo - RJ","Botafogo - RJ v. Red Bull Bragantino 1:2","Brasil","Depois",0
"5461",1,0,"Claudinho",4,"Red Bull Bragantino","Red Bull Bragantino v. Bahia - BA 4:0","Brasil","Depois",0
"5466",1,0,"Bruno Henrique",3,"Flamengo RJ","Flamengo RJ v. Coritiba - PR 3:1","Brasil","Depois",0
"5470",1,0,"Miguel Figueira",90,"Goiás - GO","Goiás - GO v. Palmeiras 1:0","Brasil","Depois",0
"5471",0,1,"Germán Cano",19,"Vasco da Gama - RJ","São Paulo FC v. Vasco da Gama - RJ 1:1","Brasil","Depois",1
"5473",0,1,"Eduardo Sasha",29,"Atlético Mineiro","Ceará - CE v. Atlético Mineiro 2:2","Brasil","Depois",1
"5477",1,0,"Mauricio",15,"Internacional","Internacional v. Fluminense RJ 1:2","Brasil","Depois",0
"5480",0,1,"Bérgson",61,"Fortaleza","Botafogo - RJ v. Fortaleza 1:2","Brasil","Depois",1
"5484",0,1,"Janderson",61,"Atlético Goianiense","Sport - PE v. Atlético Goianiense 0:1","Brasil","Depois",1
"5485",1,0,"Jefferson Savarino",17,"Atlético Mineiro","Atlético Mineiro v. Botafogo - RJ 2:1","Brasil","Depois",0
"5488",0,1,"Fábio Santos",21,"Corinthians SP","Coritiba - PR v. Corinthians SP 0:1","Brasil","Depois",1
"5489",0,1,"Fernandão",24,"Goiás - GO","Fortaleza v. Goiás - GO 1:1","Brasil","Depois",1
"5491",1,0,"Marinho",7,"Santos FC","Santos FC v. Sport - PE 4:2","Brasil","Depois",0
"5497",1,0,"Patrick de Paula",8,"Palmeiras","Palmeiras v. Athletico Paranaense 3:0","Brasil","Depois",0
"5500",0,1,"Luciano",52,"São Paulo FC","Bahia - BA v. São Paulo FC 1:3","Brasil","Depois",1
"5504",NA,NA,NA,90,NA,"Atlético Goianiense v. Internacional 0:0","Brasil","Depois",0
"5505",0,1,"Pedro Naressi",4,"Ceará - CE","Vasco da Gama - RJ v. Ceará - CE 1:4","Brasil","Depois",1
"5510",NA,NA,NA,90,NA,"Fluminense RJ v. Red Bull Bragantino 0:0","Brasil","Depois",0
"5511",1,0,"Diego Souza",40,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Flamengo RJ 2:4","Brasil","Depois",0
"5517",NA,NA,NA,90,NA,"Fortaleza v. Corinthians SP 0:0","Brasil","Depois",0
"5519",1,0,"Diego Pituca",38,"Santos FC","Santos FC v. Palmeiras 2:2","Brasil","Depois",0
"5523",0,1,"Léo Cittadini",10,"Athletico Paranaense","Fluminense RJ v. Athletico Paranaense 3:1","Brasil","Depois",1
"5527",0,1,"Vina",82,"Ceará - CE","Bahia - BA v. Ceará - CE 0:2","Brasil","Depois",1
"5529",NA,NA,NA,90,NA,"Coritiba - PR v. Red Bull Bragantino 0:0","Brasil","Depois",0
"5530",1,0,"Diego Souza",41,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Vasco da Gama - RJ 4:0","Brasil","Depois",0
"5534",1,0,"Luciano",14,"São Paulo FC","São Paulo FC v. Sport - PE 1:0","Brasil","Depois",0
"5535",0,1,"Yuri Alberto",9,"Internacional","Atlético Mineiro v. Internacional 2:2","Brasil","Depois",1
"5539",0,1,"Rafael Moura",26,"Goiás - GO","Atlético Goianiense v. Goiás - GO 0:1","Brasil","Depois",1
"5540",0,1,"Eduardo Vargas",44,"Atlético Mineiro","Athletico Paranaense v. Atlético Mineiro 0:1","Brasil","Depois",1
"5541",1,0,"Luan Cândido",13,"Red Bull Bragantino","Red Bull Bragantino v. Fortaleza 2:1","Brasil","Depois",0
"5544",0,1,"Pedro Raúl",28,"Botafogo - RJ","Internacional v. Botafogo - RJ 2:1","Brasil","Depois",1
"5550",NA,NA,NA,90,NA,"Goiás - GO v. Grêmio Porto Alegre 0:0","Brasil","Depois",0
"5551",1,0,"Léo Chú",60,"Ceará - CE","Ceará - CE v. Atlético Goianiense 1:2","Brasil","Depois",0
"5554",1,0,"Gerson",42,"Flamengo RJ","Flamengo RJ v. Santos FC 4:1","Brasil","Depois",0
"5560",1,0,"Thiago Neves",38,"Sport - PE","Sport - PE v. Coritiba - PR 1:0","Brasil","Depois",0
"5563",1,0,"Wellington Rato",43,"Atlético Goianiense","Atlético Goianiense v. Fluminense RJ 2:1","Brasil","Depois",0
"5566",1,0,"Igor Gomes",25,"São Paulo FC","São Paulo FC v. Atlético Mineiro 3:0","Brasil","Depois",0
"5569",1,0,"Dalberto",9,"Sport - PE","Sport - PE v. Grêmio Porto Alegre 1:1","Brasil","Depois",0
"5571",1,0,"Neilton",27,"Coritiba - PR","Coritiba - PR v. Botafogo - RJ 1:2","Brasil","Depois",0
"5574",1,0,"Edenilson",11,"Internacional","Internacional v. Palmeiras 2:0","Brasil","Depois",0
"5576",1,0,"Carlinhos",9,"Vasco da Gama - RJ","Vasco da Gama - RJ v. Santos FC 1:0","Brasil","Depois",0
"5577",0,1,"Renato Kayzer",26,"Athletico Paranaense","Red Bull Bragantino v. Athletico Paranaense 0:1","Brasil","Depois",1
"5578",1,0,"Bruno Henrique",5,"Flamengo RJ","Flamengo RJ v. Bahia - BA 4:3","Brasil","Depois",0
"5585",0,1,"Lima",47,"Ceará - CE","Fortaleza v. Ceará - CE 0:2","Brasil","Depois",1
"5587",0,1,"Fernandão",3,"Goiás - GO","Corinthians SP v. Goiás - GO 2:1","Brasil","Depois",1
"5590",1,0,"Hyoran",66,"Atlético Mineiro","Atlético Mineiro v. Coritiba - PR 2:0","Brasil","Depois",0
"5592",NA,NA,NA,90,NA,"Fortaleza v. Flamengo RJ 0:0","Brasil","Depois",0
"5593",1,0,"Fernandão",5,"Goiás - GO","Goiás - GO v. Sport - PE 1:0","Brasil","Depois",0
"5597",0,1,"Juan Cazares",34,"Corinthians SP","Botafogo - RJ v. Corinthians SP 0:2","Brasil","Depois",1
"5599",0,1,"Rodrigo Dourado",45,"Internacional","Bahia - BA v. Internacional 1:2","Brasil","Depois",1
"5602",1,0,"Nikão",10,"Athletico Paranaense","Athletico Paranaense v. Vasco da Gama - RJ 3:0","Brasil","Depois",0
"5605",1,0,"Luiz Adriano",28,"Palmeiras","Palmeiras v. Red Bull Bragantino 1:0","Brasil","Depois",0
"5606",1,0,"Marinho",11,"Santos FC","Santos FC v. Ceará - CE 1:1","Brasil","Depois",0
"5608",1,0,"Dudu",44,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Atlético Goianiense 2:1","Brasil","Depois",0
"5611",1,0,"Vanderson",17,"Grêmio Porto Alegre","Grêmio Porto Alegre v. Bahia - BA 2:1","Brasil","Depois",0
"5614",0,1,"Renato Kayzer",31,"Athletico Paranaense","Botafogo - RJ v. Athletico Paranaense 0:2","Brasil","Depois",1
"5616",1,0,"Thiago Neves",10,"Sport - PE","Sport - PE v. Fortaleza 1:0","Brasil","Depois",0
"5617",0,1,"Fábio Sanches",21,"Goiás - GO","Coritiba - PR v. Goiás - GO 1:2","Brasil","Depois",1
"5620",1,0,"Giorgian de Arrascaeta",40,"Flamengo RJ","Flamengo RJ v. Fluminense RJ 1:2","Brasil","Depois",0
"5623",1,0,"Claudinho",4,"Red Bull Bragantino","Red Bull Bragantino v. São Paulo FC 4:2","Brasil","Depois",0
"5629",0,1,"Caio Vidal",53,"Internacional","Ceará - CE v. Internacional 0:2","Brasil","Depois",1
"5631",NA,NA,NA,90,NA,"Atlético Goianiense v. Vasco da Gama - RJ 0:0","Brasil","Depois",0
"5632",1,0,"Raphael Veiga",34,"Palmeiras","Palmeiras v. Corinthians SP 4:0","Brasil","Depois",0
"5638",0,1,"Willian",27,"Palmeiras","Sport - PE v. Palmeiras 0:1","Brasil","Depois",1
"5639",NA,NA,NA,90,NA,"Coritiba - PR v. Athletico Paranaense 0:0","Brasil","Depois",0
"5640",NA,NA,NA,90,NA,"Fortaleza v. Grêmio Porto Alegre 0:0","Brasil","Depois",0
"5641",0,1,"Jobson",46,"Santos FC","São Paulo FC v. Santos FC 0:1","Brasil","Depois",1
"5642",0,1,"Vina",13,"Ceará - CE","Flamengo RJ v. Ceará - CE 0:2","Brasil","Depois",1
"5644",1,0,"Matheus Pereira",7,"Atlético Goianiense","Atlético Goianiense v. Bahia - BA 1:1","Brasil","Depois",0
"5646",1,0,"Praxedes",43,"Internacional","Internacional v. Goiás - GO 1:0","Brasil","Depois",0
"5647",1,0,"Talles Magno",22,"Vasco da Gama - RJ","Vasco da Gama - RJ v. Botafogo - RJ 3:0","Brasil","Depois",0
"5650",1,0,"Ricardo Ryller",45,"Red Bull Bragantino","Red Bull Bragantino v. Atlético Mineiro 2:2","Brasil","Depois",0
"5654",1,0,"Jô",26,"Corinthians SP","Corinthians SP v. Fluminense RJ 5:0","Brasil","Depois",0
"5659",1,0,"Raphael Veiga",33,"Palmeiras","Palmeiras v. Grêmio Porto Alegre 1:1","Brasil","Depois",0
"5661",1,0,"Patric",49,"Fluminense RJ","Fluminense RJ v. Sport - PE 1:0","Brasil","Depois",0
"5662",0,1,"Hugo Moura",44,"Coritiba - PR","Vasco da Gama - RJ v. Coritiba - PR 0:1","Brasil","Depois",1
"5663",1,0,"Yeferson Soteldo",4,"Santos FC","Santos FC v. Botafogo - RJ 2:1","Brasil","Depois",0
"5666",1,0,"Renato Kayzer",39,"Athletico Paranaense","Athletico Paranaense v. São Paulo FC 1:1","Brasil","Depois",0
"5668",1,0,"Hyoran",13,"Atlético Mineiro","Atlético Mineiro v. Atlético Goianiense 3:1","Brasil","Depois",0
"5672",0,1,"Claudinho",56,"Red Bull Bragantino","Ceará - CE v. Red Bull Bragantino 1:2","Brasil","Depois",1
"5675",1,0,"Yuri Alberto",4,"Internacional","Internacional v. Fortaleza 4:2","Brasil","Depois",0
"5681",0,1,"Giorgian de Arrascaeta",42,"Flamengo RJ","Goiás - GO v. Flamengo RJ 0:3","Brasil","Depois",1
"5684",1,0,"Gilberto",32,"Bahia - BA","Bahia - BA v. Corinthians SP 2:1","Brasil","Depois",0
"5687",1,0,"Matheus Babi",63,"Botafogo - RJ","Botafogo - RJ v. Atlético Goianiense 1:3","Brasil","Depois",0
"5691",1,0,"Thiago Andrade",65,"Bahia - BA","Bahia - BA v. Athletico Paranaense 1:0","Brasil","Depois",0
"5692",0,1,"Hyoran",32,"Atlético Mineiro","Grêmio Porto Alegre v. Atlético Mineiro 1:1","Brasil","Depois",1
"5694",1,0,"Luiz Henrique",3,"Coritiba - PR","Coritiba - PR v. Fluminense RJ 3:3","Brasil","Depois",0
"5700",1,0,"Ramires",15,"Red Bull Bragantino","Red Bull Bragantino v. Vasco da Gama - RJ 4:1","Brasil","Depois",0
"5705",0,1,"Víctor Cuesta",8,"Internacional","São Paulo FC v. Internacional 1:5","Brasil","Depois",1
"5711",1,0,"Luan Garcia",45,"Flamengo RJ","Flamengo RJ v. Palmeiras 2:0","Brasil","Depois",0
"5713",1,0,"Juninho Valoura",48,"Fortaleza","Fortaleza v. Santos FC 2:0","Brasil","Depois",0
"5715",0,1,"Lima",18,"Ceará - CE","Goiás - GO v. Ceará - CE 0:4","Brasil","Depois",1
"5719",1,0,"Gustavo Mosquito",34,"Corinthians SP","Corinthians SP v. Sport - PE 3:0","Brasil","Depois",0
"5722",1,0,"Luciano",59,"São Paulo FC","São Paulo FC v. Coritiba - PR 1:1","Brasil","Depois",0
"5724",1,0,"Germán Cano",18,"Vasco da Gama - RJ","Vasco da Gama - RJ v. Atlético Mineiro 3:2","Brasil","Depois",0
"5729",1,0,"Abner Vinicius",25,"Athletico Paranaense","Athletico Paranaense v. Flamengo RJ 2:1","Brasil","Depois",0
"5732",1,0,"Lima",10,"Ceará - CE","Ceará - CE v. Palmeiras 2:1","Brasil","Depois",0
"5735",0,1,"Jean Pyerre",76,"Grêmio Porto Alegre","Internacional v. Grêmio Porto Alegre 2:1","Brasil","Depois",1
"5738",1,0,"Thiago Neves",73,"Sport - PE","Sport - PE v. Bahia - BA 2:0","Brasil","Depois",0
"5740",1,0,"Jean",40,"Atlético Goianiense","Atlético Goianiense v. Fortaleza 2:0","Brasil","Depois",0
"5742",1,0,"Lucas Braga",7,"Santos FC","Santos FC v. Goiás - GO 3:4","Brasil","Depois",0
"5749",1,0,"Lucca",67,"Fluminense RJ","Fluminense RJ v. Botafogo - RJ 2:0","Brasil","Depois",0
"5751",0,1,"Helinho",2,"Red Bull Bragantino","Corinthians SP v. Red Bull Bragantino 0:2","Brasil","Depois",1
"5753",1,0,"Natanael Pimenta",21,"Atlético Goianiense","Atlético Goianiense v. São Paulo FC 2:1","Brasil","Depois",0
"5756",0,1,"Paulo Miranda",20,"Grêmio Porto Alegre","Coritiba - PR v. Grêmio Porto Alegre 1:1","Brasil","Depois",1
"5758",NA,NA,NA,90,NA,"Vasco da Gama - RJ v. Bahia - BA 0:0","Brasil","Depois",0
"5759",0,1,"Carlos Eduardo",85,"Athletico Paranaense","Ceará - CE v. Athletico Paranaense 0:2","Brasil","Depois",1
"5761",1,0,"Guilherme Arana",57,"Atlético Mineiro","Atlético Mineiro v. Fortaleza 2:0","Brasil","Depois",0
"5763",1,0,"Patrick",5,"Internacional","Internacional v. Red Bull Bragantino 2:1","Brasil","Depois",0
"5766",1,0,"Nino",17,"Fluminense RJ","Fluminense RJ v. Goiás - GO 3:0","Brasil","Depois",0
"5769",0,1,"Gabriel Barbosa",4,"Flamengo RJ","Sport - PE v. Flamengo RJ 0:3","Brasil","Depois",1
"5772",1,0,"Emerson Santos",16,"Palmeiras","Palmeiras v. Botafogo - RJ 1:1","Brasil","Depois",0
"5775",0,1,"Kaio Jorge",9,"Santos FC","Grêmio Porto Alegre v. Santos FC 3:3","Brasil","Depois",1
"5781",1,0,"Ytalo",56,"Red Bull Bragantino","Red Bull Bragantino v. Atlético Goianiense 2:0","Brasil","Depois",0
"5783",0,1,"Luiz Henrique",33,"Fluminense RJ","Bahia - BA v. Fluminense RJ 0:1","Brasil","Depois",1
"5784",1,0,"Índio",28,"Goiás - GO","Goiás - GO v. Atlético Mineiro 1:0","Brasil","Depois",0
"5785",0,1,"Fabinho",15,"Ceará - CE","Corinthians SP v. Ceará - CE 2:1","Brasil","Depois",1
"5788",0,1,"Ricardo Oliveira",27,"Coritiba - PR","Fortaleza v. Coritiba - PR 3:1","Brasil","Depois",1
"5792",1,0,"Gabriel Barbosa",45,"Flamengo RJ","Flamengo RJ v. Vasco da Gama - RJ 2:0","Brasil","Depois",0
"5794",NA,NA,NA,90,NA,"Athletico Paranaense v. Internacional 0:0","Brasil","Depois",0
"5795",0,1,"Iago Maidana",24,"Sport - PE","Botafogo - RJ v. Sport - PE 0:1","Brasil","Depois",1
"5798",0,1,"Fernandão",19,"Goiás - GO","Bahia - BA v. Goiás - GO 3:3","Brasil","Depois",1
"5804",1,0,"Jean",33,"Atlético Goianiense","Atlético Goianiense v. Santos FC 1:1","Brasil","Depois",0
"5806",0,1,"Gabriel Barbosa",35,"Flamengo RJ","Red Bull Bragantino v. Flamengo RJ 1:1","Brasil","Depois",1
"5808",0,1,"Alisson",7,"Grêmio Porto Alegre","Botafogo - RJ v. Grêmio Porto Alegre 2:5","Brasil","Depois",1
"5815",0,1,"Marcão",38,"Sport - PE","Internacional v. Sport - PE 1:2","Brasil","Depois",1
"5818",1,0,"Igor",7,"Fortaleza","Fortaleza v. Vasco da Gama - RJ 3:0","Brasil","Depois",0
